,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接
1202,2403,未知,西豪逸景 1室0厅 5500元,2019-04-10,BJ2231589349147803648,https://ke-image.ljcdn.com/ehr-personnel/20180823112018734KB9XFH0Y.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/e899d0ca-8294-4b43-a0bc-bd6724a79bab.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/2e1944e5-ab0f-42d6-8c82-e72e35036f3a.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/a1cdebac-db21-4511-bffe-99ed10bd67ba.jpg.780x439.jpg""]",5500,"[""近地铁"", ""集中供暖""]",1室0厅1卫,55,北,,,暂无数据,暂无数据,高楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2231589349147803648.html
1203,2405,未知,胡家园小区 1室1厅 6500元,2019-04-12,BJ2231597313309016064,https://ke-image.ljcdn.com/ehr-personnel/20180823195325937RMXQZUMW.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-09fe58f6-509d-48ec-9152-a7bf0c3c43cc.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/prod-eeab3ae8-e6af-44fa-8db3-1b4b853c4df6.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-622d3da1-1dd7-484b-a39c-470ca62f1239.jpg.780x439.jpg""]",6500,"[""近地铁"", ""集中供暖"", ""新上""]",1室1厅1卫,44,南,,,暂无数据,暂无数据,高楼层,6,暂无数据,民电,2019-04-20,只能周末看房,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2231597313309016064.html
1204,2407,整租,北街家园六区 1室1厅,2019-04-16,BJ2236243919224438784,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555418422560/4018f40dd6d67b4125019a8f1654bcd5.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555418422560/6f664dab9a11e268b6871b7cde9c8d21.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555418422737/1ef13486799c1fb0d0717403e1d1332e.jpg.780x439.jpg""]",2690,"[""公寓"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,26,西,,,暂无数据,暂无数据,4,18,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,1,1,0,1,1,0,,,开间带独卫带飘窗的房间，***高，***源，快来看看 吧！绝赞！地处沙河高教园区区域，为五所大学绿色校园和绿地所环抱.空气质量无可比拟。采光棒，视野好，超高***，给你个温馨的小家，心情是如此的美丽，尽享品质生活。,https://bj.zu.ke.com/zufang/BJ2236243919224438784.html
1205,2409,整租,罗庄南里 2室1厅 9000元,2019-04-10,BJ2231599861508079616,https://ke-image.ljcdn.com/ehr-personnel/20180824135940028HZ0ASSZV.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/8fbe56fc-b8c5-482a-aede-639ae9c4f0c3.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/dd4ffbf0-3098-478c-a2af-28466d19dce3.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/2e267053-576f-4daf-8a59-07907acccd91.jpg.780x439.jpg""]",9000,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅1卫,61,南 北,,,3年以上,3年以上,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2231599861508079616.html
1206,2411,整租,枣营北里，精装电梯婚房，物业管理好，干净整洁,2019-04-10,BJ2231601825398923264,https://ke-image.ljcdn.com/ehr-personnel/20181103100527837GYNXJQPF.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/e799f4a8-a9d4-4f98-879a-9f37912691af.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/961582f0-4a0f-47f4-bbce-48d5bc54a9e9.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/c911f2b8-7e31-4560-a340-c965cf26e72a.jpg.780x439.jpg""]",10000,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",2室1厅1卫,69,南,,,3年以上,3年以上,中楼层,18,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【户型介绍】 房子正规两居室，一进入户门，方正大客厅，客厅有阳台，明亮开阔。客厅两侧分别是15.8平方米左右的主卧室和10.3平方米左右的次卧室，两个卧室互相不打扰，适宜居住。整体浅色系婚房精装，家具家电齐全，可以拎包入住。
【交通出行】 1.距离地铁14号线枣营地铁…",https://bj.zu.ke.com/zufang/BJ2231601825398923264.html
1207,2413,整租,金台里 1室1厅,2019-04-16,BJ2236268988219006976,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555419009662/50e4081a96816e0fd51d480e764246eb.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555419009662/63f75832516457fba181d9ace4362ddf.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555419009816/eb23a13b78feb2e4ce4942e91d678344.jpg.780x439.jpg""]",6630,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,45,南,,,暂无数据,暂无数据,2,12,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,1,1,0,1,1,0,,,房屋朝南向，采光好，房屋宽敞明亮，整租一居室房间自带大阳台，方便您晾置您的衣物，标准的一室一厅，适合小两口居住，惬意的品质生活，独立的私密空间，给您的生活倍增甜美，楼层高，视野开阔，全新的精致装修，配置齐全的品牌家电和定制家具，充分满足您的日常生活所需，拎包即入住！,https://bj.zu.ke.com/zufang/BJ2236268988219006976.html
1208,2415,整租,东二环 国贸附近 办公两居,2019-04-10,BJ2231627152745570304,https://ke-image.ljcdn.com/ehr-personnel/20180825163403854FNJWLYPF.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-c2fa979a-1334-4908-97d2-96278315c327.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-d59e96cb-b816-4265-896f-c37b162e08fc.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-70f45b91-4cf3-4918-bc1f-ed934df09646.jpg.780x439.jpg""]",14500,"[""近地铁"", ""集中供暖"", ""双卫生间"", ""随时看房""]",2室1厅2卫,137,西,,,360,720,低楼层,25,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,"【交通出行】 出门250米（百度地图数据）就是日坛路公交站：650米（百度地图数据）就是一号线永安里地铁站；西边就是东二环；北边就是长安街；南边就是通惠河北路，交通四通八达，十分方便。
【周边配套】 从小区东门距离日坛公园南门940米（百度地图数据）；医疗方面周边分别…",https://bj.zu.ke.com/zufang/BJ2231627152745570304.html
1209,2417,整租,果园 精装南向小两居 随时看房 拎包入住 家电齐全,2019-04-10,BJ2231639802556448768,https://ke-image.ljcdn.com/ehr-personnel/20180831172516171AH6OIOUB.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/450bf113-7ee1-4821-bdd0-0ddada545a9e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/7db28b80-6a73-43b1-b3b4-8f8071151fff.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/bcae487f-cec8-4398-9980-efb029fac664.jpg.780x439.jpg""]",4300,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",2室1厅1卫,62,南,,,3年以上,3年以上,中楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【户型介绍】 房子是正规南向一居室改的小两居，改的不错，采光不错，看房很方便。
【装修描述】 房子是业主刚收拾完，房子里面干净整洁，家电家具基本齐全，有什么需要配的也可以给配
【出租原因】 房子是业主刚买过来的，暂时不用就拿来出租也可以长租，随时可以看房，…",https://bj.zu.ke.com/zufang/BJ2231639802556448768.html
1210,2419,整租,安苑北里 2室1厅,2019-04-16,BJ2236284065273610240,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555422086957/7ee770d6326b3377524d04e80c55a8e6.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555422086958/05c4339443ca2a2f79a33f75c567d85c.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555422087145/298bb8600a36eab6cddfb61c201ad6c4.jpg.780x439.jpg""]",7790,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,60,南,,,暂无数据,暂无数据,9,18,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,1,1,0,1,1,0,,,此房源为朝南两室一厅一厨一卫，此房源为自如装修，配备了***的家具家电，适合一家人住，享受清晨的一缕阳光，开始充实美好的自如生活！同小区同等条件的上佳房源，朝向南，楼层棒，视野好，同样的条件价格却很低，欢迎您的入住。,https://bj.zu.ke.com/zufang/BJ2236284065273610240.html
1211,2421,未知,保利茉莉公馆 2室1厅 6300元,2019-04-10,BJ2231650002373967872,https://ke-image.ljcdn.com/ehr-personnel/20180822142730648MYM2SJN0.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/eea712b7-1266-41f7-bddd-2ee9ac109488.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/f45da4f7-a2a4-46ed-b4fc-edbc13253510.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/02538a4c-8178-48bf-9b46-b805ebc1e215.jpg.780x439.jpg""]",6300,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,89,南,,,暂无数据,暂无数据,低楼层,27,暂无数据,民电,2019-05-01,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2231650002373967872.html
1212,2423,未知,东二环朝阳门外昆泰国际公寓南向一居诚意出租,2019-04-10,BJ2231650316384731136,https://ke-image.ljcdn.com/ehr-personnel/20180826102436204BLVCT1JP.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-06e03f20-4c5c-4fb1-8544-fd673e78c0df.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-f9c06ba5-7d48-4f74-9ba7-85d236c18830.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-cd61df98-7e5c-49e8-9d87-cc7ca7989125.jpg.780x439.jpg""]",16000,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室1厅1卫,105,南,,,暂无数据,暂无数据,高楼层,26,暂无数据,民电,随时入住,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,"【户型介绍】 此房户型是105平南向一居，户型方正，采光较好，楼层高视野好，居住舒适
【周边配套】 小区周边生活配套齐全，周边有悠唐购物广场，沃尔玛超市，银行网点，蓝岛大厦
【小区介绍】 小区2005年建成，共229户，民水民电有燃气，4梯11户，小区进门…",https://bj.zu.ke.com/zufang/BJ2231650316384731136.html
1213,2425,整租,苏荷时代 2室1厅 5100元,2019-04-10,BJ2231651951895396352,https://ke-image.ljcdn.com/ehr-personnel/20190320135921773I8XU3KSW.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/58e85fb6-291d-45ee-95e0-af317b9d31b1.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/935d84a3-803b-4e6d-b64a-2406e98d848b.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/0d587b0b-f7e8-4e5a-a064-bbe999b092a1.jpg.780x439.jpg""]",5100,"[""近地铁"", ""精装"", ""随时看房""]",2室1厅1卫,87,南 北,,,360,720,中楼层,18,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2231651951895396352.html
1214,2427,整租,工体3号 1室1厅,2019-04-16,BJ2236289226323009536,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555422084446/9cdd0f60afe186f241c233b2ec94822f.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555422084446/c6da2acf09d20e243fff22c1db70e18d.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555422084668/2ad47031d30b47cdeafcbea85c948799.jpg.780x439.jpg""]",8660,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,51,东,,,暂无数据,暂无数据,8,17,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,0,0,0,0,1,0,0,,,,https://bj.zu.ke.com/zufang/BJ2236289226323009536.html
1215,2429,未知,东兴二区 2室1厅 3800元,2019-04-10,BJ2231670066280677376,https://ke-image.ljcdn.com/ehr-personnel/20180822191704888KVOZTY0I.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/83a41523-336d-4597-8f83-e39893d67ecd.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/f6be3a1b-9391-4937-9512-47dea28034b6.JPG.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/94e68cd8-0bc6-44d7-9725-a4d523971916.JPG.780x439.jpg""]",3800,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅1卫,71,南 北,,,暂无数据,暂无数据,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2231670066280677376.html
1216,2431,整租,北京新天地二期 1室1厅 5900元,2019-04-14,BJ2231697801039839232,https://ke-image.ljcdn.com/ehr-personnel/20180824093808687ZS3MZVOK.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/17a0e0c0-c111-45c2-a32a-32641a8b4610.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/54f65156-d0d7-43b3-ae20-262350eba5ef.JPG.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/0f9d28ad-cd78-4805-975e-626ebf10dfab.JPG.780x439.jpg""]",5900,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",1室1厅1卫,70,南,,,1年以内,1年以内,中楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2231697801039839232.html
1217,2433,整租,千鹤家园 2室1厅,2019-04-16,BJ2236289234149310464,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555421423871/68bfc29b30140082a1646219dec6464e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555421423871/8fdab8f0162da986ba8f59d862fe399a.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555421424024/3f3d74da2d2fd8e8802e7518c6c39fe4.jpg.780x439.jpg""]",10190,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,94,南,,,暂无数据,暂无数据,1,25,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,0,0,1,0,0,0,1,0,0,,,位于惠新西街，北边是北四环南边靠着安苑路。公房小区户型方正，小区内超市、生鲜市场、餐馆、银行、健身设施都有，东边是对外经济贸易大学西门，有很多特色小吃，并且周边紫光大厦富盛大厦也是众多白领及创业者的大本营。小区内以板楼为主，大都是租住的白领及学生群体，人口素质高、密度小，非常适合…,https://bj.zu.ke.com/zufang/BJ2236289234149310464.html
